configuration,Time,CF
BtrFSST,37.688,2.435030
BtrFSST,40.403,2.207800
BtrFSST,54.0209,2.017640
BtrFSST,38.5847,3.250340
BtrFSST,27.9636,7.430880
BtrFSST,37.0308,2.190800
BtrFSST,46.399,7.828160
BtrFSST,74.0485,1.919810
BtrFSST,50.2173,2.440040
BtrFSST,107.734,1.802410
BtrFSST,244.348,2.085110
BtrFSST,115.767,1.922680
BtrFSST,55.7309,2.716070
BtrFSST,42.045,2.189210
BtrFSST,48.6884,3.723690
BtrFSST,41.4167,7.283400
BtrFSST,36.4944,3.284770
BtrFSST,38.3492,7.281930
BtrFSST,53.7255,3.983110
BtrFSST,44.4329,2.517300
BtrFSST,39.884,1.617930
BtrFSST,31.3448,1.159650
BtrFSST,52.5981,1.751910
BtrFSST,43.7656,3.757290
BtrFSST,56.3612,2.234500
BtrFSST,121.613,3.223030
BtrFSST,50.1048,2.119750
BtrFSST,63.18,1.687190
BtrFSST,36.1205,6.631610
BtrFSST,106.363,3.182620
BtrFSST,198.458,3.200000
BtrFSST,61.4942,2.211980
BtrFSST,55.4678,2.636620
BtrFSST,83.3796,2.307030
BtrFSST,52.5243,2.558880
BtrFSST,91.4157,3.026010
BtrFSST,70.9472,2.862900
BtrFSST,111.806,3.212570
BtrFSST,72.5026,2.307030
BtrFSST,45.2744,2.517300
BtrFSST,50.3268,1.733560
BtrFSST,71.0092,2.146250
BtrFSST,38.5246,1.159650
BtrFSST,40.958,2.711800
BtrFSST,49.8865,2.908650
BtrFSST,80.8741,2.937270
BtrFSST,44.688,3.245600
BtrFSST,236.835,1.772580
BtrFSST,50.5636,1.766700
BtrFSST,110.68,2.230630
BtrFSST,44.7166,2.255120
BtrFSST,42.6567,2.925000
BtrFSST,44.5429,2.809050
BtrFSST,40.4398,3.023060
BtrFSST,51.9424,1.509710
BtrFSST,40.6667,2.946240
BtrFSST,44.6523,2.336450
BtrFSST,449.107,1.655620
BtrFSST,115.577,2.662130
BtrFSST,61.7794,1.724780
BtrFSST,43.3836,2.187560
BtrFSST,418.537,1.774250
BtrFSST,48.5662,4.343380
BtrFSST,46.4054,2.357230
BtrFSST,40.3378,2.357150
BtrFSST,43.7294,5.154810
BtrFSST,37.4775,2.477960
BtrFSST,71.7668,1.785540
BtrFSST,61.2273,3.757020
BtrFSST,49.8344,5.046410
BtrFSST,44.3585,1.675170
BtrFSST,73.9737,2.325260
BtrFSST,44.0275,1.847640
BtrFSST,38.6653,2.089750
BtrFSST,37.5484,2.296990
BtrFSST,58.5611,1.576180
BtrFSST,62.951,1.853380
BtrFSST,62.0339,1.582560
BtrFSST,81.5676,2.876230
BtrFSST,61.2739,2.081550
BtrFSST,41.825,1.847900
BtrFSST,38.9222,2.153010
BtrFSST,65.3828,1.592320
BtrFSST,55.0809,2.000460
BtrFSST,54.4561,2.056890
BtrFSST,69.94,2.997970
BtrFSST,41.54,1.835600
BtrFSST,44.2501,3.283850
BtrFSST,101.659,2.517450
